Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
505,Jacob Toppin,24,2TM,SF,17,0,76,5.8,14.1,0.409,3.2,6.4,0.5,2.6,7.7,0.333,0.523,0,0,,1.9,7.7,9.6,3.8,1.3,0,1.9,1.9,14.7,103,117
505,Jacob Toppin,24,NYK,SF,16,0,49,3,10.1,0.3,0,2,0,3,8.1,0.375,0.3,0,0,,2,9.1,11.1,4.1,2,0,2,3,6.1,79,113
505,Jacob Toppin,24,ATL,SF,1,0,27,10.4,20.8,0.5,8.7,13.9,0.625,1.7,6.9,0.25,0.708,0,0,,1.7,5.2,6.9,3.5,0,0,1.7,0,29.4,130,122
506,Emoni Bates,21,CLE,SF,10,0,75,8.3,24.4,0.342,7.1,19.2,0.367,1.3,5.1,0.25,0.487,0,0,,0,4.5,4.5,5.1,0.6,0.6,1.3,2.6,23.7,105,117
507,Taylor Hendricks,21,UTA,PF,3,3,75,2.6,11.5,0.222,1.9,7.7,0.25,0.6,3.8,0.167,0.306,1.9,2.6,0.75,3.2,6.4,9.6,1.3,3.2,2.6,1.3,5.1,9,88,114
508,Chris Duarte,27,CHI,SG,17,0,74,7.6,16.4,0.462,3.8,9.5,0.4,3.8,6.9,0.545,0.577,3.8,5,0.75,3.2,9.5,12.6,5.7,0,0,0.6,4.4,22.7,136,119
509,Daeqwon Plowden,26,ATL,SG,6,0,72,10.4,16.2,0.64,5.8,11,0.529,4.5,5.2,0.875,0.82,1.3,1.3,1,2.6,4.5,7.1,1.3,0,0,2.6,6.5,27.9,135,122
510,RayJ Dennis,23,IND,PG,11,0,70,7.6,22.7,0.333,4.1,14.4,0.286,3.4,8.2,0.417,0.424,1.4,1.4,1,1.4,6.9,8.2,9.6,4.8,1.4,3.4,4.8,20.6,97,107
511,Josh Christopher,23,MIA,SG,14,0,69,8,22.4,0.355,1.4,8,0.182,6.5,14.5,0.45,0.387,2.9,4.3,0.667,0,6.5,6.5,5.8,3.6,2.2,4.3,1.4,20.2,82,107
512,Matt Ryan,27,NYK,SF,19,0,68,7.3,22.6,0.323,4.4,13.9,0.316,2.9,8.8,0.333,0.419,1.5,1.5,1,0,5.8,5.8,2.2,1.5,0,2.2,0.7,20.4,88,117
513,Armel Traoré,22,LAL,SF,9,0,67,4.4,13.9,0.316,0,5.1,0,4.4,8.8,0.5,0.316,1.5,5.1,0.286,1.5,9.5,11,0.7,2.9,1.5,2.2,4.4,10.3,65,109
514,PJ Hall,22,DEN,C,19,0,66,10.2,17.5,0.583,1.5,5.8,0.25,8.7,11.7,0.75,0.625,2.2,2.9,0.75,4.4,11.7,16,2.9,0,2.9,1.5,8,24,131,114
515,Nae'Qwan Tomlin,24,CLE,PF,5,1,63,9.9,24.4,0.406,1.5,7.6,0.2,8.4,16.8,0.5,0.438,6.1,8.4,0.727,6.9,9.2,16,1.5,0,0.8,1.5,6.9,27.5,112,115
516,Jamaree Bouyea,25,MIL,PG,5,1,62,4.7,9.4,0.5,0.8,3.9,0.2,3.9,5.5,0.714,0.542,3.1,4.7,0.667,0.8,3.1,3.9,7.8,3.1,1.6,6.2,1.6,13.3,94,112
517,Cam Christie,19,LAC,SG,13,0,59,5.8,20,0.292,1.7,10.8,0.154,4.2,9.2,0.455,0.333,1.7,3.3,0.5,2.5,7.5,10,5,4.2,0.8,1.7,3.3,15,86,105
518,P.J. Tucker,39,NYK,SF,3,1,58,2.6,6,0.429,2.6,5.1,0.5,0,0.9,0,0.643,0,0,,3.4,3.4,6.8,0,0.9,0.9,0.9,6.8,7.7,129,118
519,Jazian Gortman,21,DAL,PG,16,0,57,7.6,19.5,0.391,3.4,9.3,0.364,4.2,10.2,0.417,0.478,1.7,3.4,0.5,0.8,3.4,4.2,5.1,1.7,0.8,4.2,7.6,20.4,91,118
520,Liam Robbins,25,MIL,C,13,0,57,1.7,6.8,0.25,0,1.7,0,1.7,5.1,0.333,0.25,4.2,8.5,0.5,5.9,4.2,10.2,1.7,1.7,1.7,5.1,7.6,7.6,79,114
521,E.J. Liddell,24,CHI,PF,12,0,53,7,13.2,0.533,2.6,8.8,0.3,4.4,4.4,1,0.633,1.8,1.8,1,2.6,5.3,7.9,2.6,0.9,0.9,1.8,9.7,18.5,126,118
522,Jackson Rowe,28,GSW,PF,6,0,52,7.5,15.9,0.471,2.8,9.4,0.3,4.7,6.5,0.714,0.559,2.8,5.6,0.5,2.8,7.5,10.3,3.7,3.7,0,0.9,3.7,20.6,121,108
523,N'Faly Dante,23,HOU,C,4,0,51,9.5,12.4,0.769,0,0,,9.5,12.4,0.769,0.769,3.8,4.8,0.8,5.7,14.3,20,1.9,1,4.8,1.9,8.6,22.9,150,103
524,Isaiah Crawford,23,SAC,SF,15,0,46,5.3,11.7,0.455,1.1,5.3,0.2,4.3,6.4,0.667,0.5,2.1,4.3,0.5,1.1,7.4,8.5,1.1,1.1,2.1,1.1,2.1,13.8,103,116
525,Mason Jones,26,SAC,SG,10,0,45,9.8,19.6,0.5,1.1,8.7,0.125,8.7,10.9,0.8,0.528,4.3,5.4,0.8,2.2,7.6,9.8,12,0,1.1,1.1,3.3,25,134,119
526,Phillip Wheeler,22,PHI,PF,5,0,44,3.4,23.5,0.143,0,11.2,0,3.4,12.3,0.273,0.143,2.2,2.2,1,2.2,6.7,9,2.2,1.1,2.2,1.1,1.1,9,51,118
527,Malachi Flynn,26,CHO,PG,4,0,44,5.6,14.5,0.385,1.1,4.5,0.25,4.5,10.1,0.444,0.423,5.6,6.7,0.833,3.4,4.5,7.8,7.8,3.4,0,4.5,4.5,17.9,105,115
528,Jack McVeigh,28,HOU,PF,9,0,43,5.7,19.2,0.294,4.5,14.7,0.308,1.1,4.5,0.25,0.412,0,0,,2.3,3.4,5.7,1.1,0,2.3,2.3,3.4,15.8,89,115
529,Bobi Klintman,21,DET,SF,8,0,42,6.9,11.4,0.6,2.3,5.7,0.4,4.6,5.7,0.8,0.7,1.1,2.3,0.5,1.1,6.9,8,8,2.3,1.1,1.1,9.2,17.2,145,111
530,James Johnson,37,IND,PF,12,0,37,5.2,14.3,0.364,0,3.9,0,5.2,10.4,0.5,0.364,0,1.3,0,0,7.8,7.8,5.2,0,2.6,5.2,6.5,10.4,64,115
531,PJ Dozier,28,MIN,SG,9,0,35,2.8,4.2,0.667,2.8,4.2,0.667,0,0,,1,1.4,8.5,0.167,1.4,5.6,7,7,1.4,0,1.4,4.2,9.9,126,114
532,Harrison Ingram,22,SAS,SF,5,0,35,2.8,5.5,0.5,0,1.4,0,2.8,4.1,0.667,0.5,0,0,,2.8,9.7,12.4,4.1,4.1,0,1.4,2.8,5.5,117,111
533,Miles Norris,24,BOS,PF,3,0,35,2.9,12.9,0.222,2.9,10,0.286,0,2.9,0,0.333,1.4,2.9,0.5,2.9,10,12.9,0,2.9,1.4,0,0,10,91,106
534,David Duke Jr.,25,SAS,SG,6,0,34,8.5,19.9,0.429,4.3,8.5,0.5,4.3,11.4,0.375,0.536,1.4,2.8,0.5,1.4,5.7,7.1,5.7,1.4,0,2.8,1.4,22.7,106,120
535,D.J. Carton,24,TOR,SG,4,0,33,1.5,10.2,0.143,0,4.4,0,1.5,5.8,0.25,0.143,1.5,1.5,1,0,5.8,5.8,4.4,2.9,0,5.8,1.5,4.4,43,114
536,Bryce McGowens,22,POR,SG,13,0,32,6.1,21.3,0.286,0,6.1,0,6.1,15.2,0.4,0.286,7.6,9.1,0.833,3,1.5,4.6,3,1.5,0,6.1,4.6,19.7,79,120
537,Leonard Miller,21,MIN,SF,13,0,32,9.3,23.1,0.4,0,7.7,0,9.3,15.4,0.6,0.4,12.3,12.3,1,4.6,12.3,17,0,3.1,1.5,3.1,3.1,30.8,111,104
538,Ulrich Chomche,19,TOR,PF,7,0,32,3,7.5,0.4,0,0,,3,7.5,0.4,0.4,1.5,3,0.5,6,6,12,3,0,1.5,3,7.5,7.5,96,118
539,Jalen Bridges,23,PHO,SF,8,0,30,3.3,11.5,0.286,3.3,11.5,0.286,0,0,,0.429,4.9,6.6,0.75,0,6.6,6.6,0,0,0,6.6,0,14.8,69,124
540,Jahmir Young,24,CHI,PG,6,0,30,6.2,7.8,0.8,1.6,3.1,0.5,4.7,4.7,1,0.9,3.1,3.1,1,1.6,3.1,4.7,9.3,0,0,1.6,3.1,17.1,175,123
541,Kevin McCullar Jr.,23,NYK,SF,4,0,29,3.4,12,0.286,0,1.7,0,3.4,10.3,0.333,0.286,3.4,3.4,1,0,13.7,13.7,3.4,1.7,1.7,0,10.3,10.3,98,109
542,Trentyn Flowers,19,LAC,SF,6,0,27,7.3,20.1,0.364,0,3.6,0,7.3,16.4,0.444,0.364,5.5,5.5,1,1.8,5.5,7.3,0,0,0,1.8,7.3,20.1,92,117
543,Emanuel Miller,24,CHI,PF,6,0,25,7.5,14.9,0.5,0,1.9,0,7.5,13.1,0.571,0.5,3.7,3.7,1,7.5,7.5,14.9,3.7,1.9,0,0,5.6,18.7,141,116
544,Daniss Jenkins,23,DET,PG,7,0,23,6.3,20.9,0.3,2.1,14.6,0.143,4.2,6.3,0.667,0.35,0,4.2,0,0,4.2,4.2,6.3,0,0,2.1,4.2,14.6,75,120
545,Anton Watson,24,NYK,SF,9,0,22,9,20.3,0.444,0,2.3,0,9,18,0.5,0.444,0,0,,2.3,4.5,6.8,4.5,2.3,0,4.5,6.8,18,86,115
546,Tolu Smith,24,DET,PF,1,0,22,13.1,19.7,0.667,0,0,,13.1,19.7,0.667,0.667,4.4,6.6,0.667,8.7,8.7,17.5,0,0,0,4.4,6.6,30.6,120,117
547,Malevy Leons,25,OKC,SF,6,0,21,0,4.6,0,0,2.3,0,0,2.3,0,0,4.6,9.1,0.5,2.3,4.6,6.9,2.3,0,0,2.3,9.1,4.6,71,115
548,Adama Sanogo,22,CHI,C,4,0,21,8.9,15.6,0.571,0,0,,8.9,15.6,0.571,0.571,0,0,,11.1,2.2,13.3,2.2,0,0,2.2,2.2,17.8,126,123
549,Taze Moore,26,POR,SG,2,0,20,4.9,24.3,0.2,2.4,9.7,0.25,2.4,14.6,0.167,0.25,2.4,4.9,0.5,9.7,9.7,19.4,2.4,4.9,0,4.9,0,14.6,73,107
550,Ron Harper Jr.,24,DET,SF,1,0,17,2.8,22.6,0.125,0,17,0,2.8,5.7,0.5,0.125,5.7,5.7,1,11.3,8.5,19.8,5.7,0,0,0,0,11.3,91,117
551,Isaiah Mobley,25,PHI,PF,1,0,17,5.8,20.3,0.286,2.9,8.7,0.333,2.9,11.6,0.25,0.357,2.9,5.8,0.5,2.9,8.7,11.6,14.5,2.9,2.9,0,8.7,17.4,114,112
552,Yuri Collins,23,GSW,PG,2,0,16,3,9.1,0.333,0,0,,3,9.1,0.333,0.333,0,0,,6.1,3,9.1,12.2,6.1,0,0,15.2,6.1,141,105
553,Tristen Newton,23,2TM,SG,8,0,16,3,24.3,0.125,0,9.1,0,3,15.2,0.2,0.125,3,3,1,6.1,6.1,12.2,6.1,3,0,6.1,12.2,9.1,55,111
553,Tristen Newton,23,IND,SG,5,0,8,6,36,0.167,0,18,0,6,18,0.333,0.167,6,6,1,0,0,0,6,0,0,6,12,18,52,123
553,Tristen Newton,23,MIN,SG,3,0,8,0,12.3,0,0,0,,0,12.3,0,0,0,0,,12.3,12.3,24.7,6.2,6.2,0,6.2,12.3,0,62,99
554,Daishen Nix,22,MIN,PG,3,0,13,0,3.8,0,0,3.8,0,0,0,,0,3.8,7.6,0.5,0,15.2,15.2,11.4,0,0,15.2,3.8,3.8,44,111
555,Skal Labissière,28,SAC,PF,4,0,12,8.2,16.3,0.5,4.1,4.1,1,4.1,12.2,0.333,0.625,0,0,,4.1,8.2,12.2,4.1,0,0,0,4.1,20.4,143,120
556,Braxton Key,27,GSW,SF,3,0,11,0,17.7,0,0,4.4,0,0,13.3,0,0,13.3,26.5,0.5,4.4,4.4,8.8,0,8.8,0,4.4,0,13.3,54,99
557,Cui Yongxi,21,BRK,SG,5,0,10,5,34.8,0.143,0,14.9,0,5,19.9,0.25,0.143,5,10,0.5,0,10,10,0,0,0,0,0,14.9,44,119
558,Mac McClung,26,ORL,SG,2,0,10,0,10,0,0,5,0,0,5,0,0,0,0,,0,5,5,15,0,0,0,10,0,75,116
559,Quincy Olivari,23,LAL,PG,2,0,10,4.9,24.6,0.2,4.9,24.6,0.2,0,0,,0.3,0,0,,0,0,0,4.9,0,0,4.9,0,14.8,62,124
560,Terence Davis,27,SAC,SG,1,0,8,0,12.2,0,0,6.1,0,0,6.1,0,0,0,0,,0,6.1,6.1,6.1,0,0,0,0,0,34,122
561,Jalen McDaniels,27,WAS,SF,4,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,6.8,6.8,0,0,0,0,233,113
562,Riley Minix,24,SAS,SF,1,0,7,0,6.9,0,0,6.9,0,0,0,,0,0,0,,0,13.8,13.8,0,0,0,0,0,0,0,118
563,Isaiah Stevens,24,MIA,PG,3,0,6,0,16.6,0,0,8.3,0,0,8.3,0,0,0,0,,0,16.6,16.6,0,8.3,0,0,0,0,0,93
564,Terry Taylor,25,SAC,PF,3,0,6,0,8.2,0,0,0,,0,8.2,0,0,0,0,,8.2,0,8.2,16.3,0,0,0,0,0,122,125
565,Jesse Edwards,24,MIN,C,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,9.9,0,0,0,19.7,0,237,120
566,James Wiseman,23,IND,C,1,0,5,19.2,38.4,0.5,0,9.6,0,19.2,28.8,0.667,0.5,19.2,19.2,1,0,9.6,9.6,0,0,0,0,0,57.7,127,118
567,Alondes Williams,25,DET,SG,1,0,4,24,24,1,12,12,1,12,12,1,1.25,0,0,,0,0,0,12,0,0,0,0,60.1,246,122
568,Zyon Pullin,23,MEM,SG,3,0,3,0,15.5,0,0,0,,0,15.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,123
569,Jahlil Okafor,29,IND,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,16,16,16,0,0,0,0,0,230,114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
